,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.15492957746478875,0.0,0.0,0.0,0.0,0.0,0.7183098591549295,0.0
1,0.0,0.0,0.18032786885245905,0.6721311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1208791208791209,0.6703296703296703,0.1208791208791209
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607843137254902,0.21568627450980396
4,0.0,0.0,0.900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8198198198198198,0.09909909909909911,0.0
6,0.9173553719008264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8591549295774648,0.0,0.0
8,0.0,0.0,0.5081967213114754,0.0,0.0,0.0,0.0,0.18032786885245905,0.18032786885245905,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20398009950248752,0.0,0.7512437810945273,0.0
10,0.0,0.0,0.3548387096774194,0.0,0.0,0.0,0.0,0.0,0.3548387096774194,0.0,0.0
11,0.0,0.0,0.3548387096774194,0.0,0.0,0.0,0.0,0.0,0.3548387096774194,0.0,0.0
12,0.05472636815920398,0.0,0.0,0.1044776119402985,0.1044776119402985,0.0,0.0,0.0,0.30348258706467657,0.0,0.4029850746268656
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0995260663507109,0.0,0.0,0.7156398104265402,0.14691943127962084
14,0.0,0.0,0.0,0.0,0.5867768595041322,0.0,0.0,0.0,0.0,0.09090909090909093,0.25619834710743805
15,0.0,0.0,0.5774647887323944,0.15492957746478875,0.0,0.0,0.0,0.0,0.15492957746478875,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8765432098765432,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06077348066298342,0.8895027624309393,0.0
18,0.47019867549668876,0.0,0.07284768211920531,0.33774834437086093,0.0,0.0,0.0,0.0,0.0,0.0,0.07284768211920531
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901098901098901,0.0
20,0.0,0.0,0.9236641221374046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9547511312217195,0.0
22,0.3548387096774194,0.0,0.0,0.0,0.0,0.0,0.0,0.3548387096774194,0.0,0.0,0.0
23,0.1358024691358025,0.0,0.7530864197530864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9567099567099567,0.0
26,0.0,0.0,0.0,0.0,0.0,0.06432748538011696,0.0,0.0,0.0,0.8830409356725145,0.0
27,0.0,0.0,0.5906432748538011,0.0,0.0,0.06432748538011696,0.29824561403508765,0.0,0.0,0.0,0.0
28,0.0,0.0,0.8360655737704918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.8360655737704918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0634441087613293,0.03323262839879154,0.0,0.0,0.0,0.0,0.879154078549849,0.0
31,0.0,0.0,0.8198198198198198,0.0,0.0,0.0,0.0,0.0,0.0,0.09909909909909911,0.0
32,0.0,0.0,0.9290780141843972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.10891089108910892,0.801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.4605809128630705,0.0,0.1701244813278008,0.0,0.0,0.0,0.0,0.0,0.33609958506224064,0.0
35,0.0,0.0,0.0,0.5774647887323944,0.295774647887324,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.5811518324607329,0.05759162303664921,0.0,0.26701570680628267,0.0,0.0,0.0,0.05759162303664921,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8765432098765432,0.0
38,0.0,0.18819188191881916,0.0,0.4464944649446494,0.0,0.0,0.07749077490774908,0.0,0.0,0.2619926199261992,0.0
39,0.0,0.0,0.504950495049505,0.0,0.0,0.0,0.10891089108910892,0.0,0.3069306930693069,0.0,0.0
40,0.15492957746478875,0.0,0.295774647887324,0.295774647887324,0.0,0.0,0.0,0.0,0.0,0.15492957746478875,0.0
41,0.0,0.0,0.411764705882353,0.0,0.0,0.0,0.21568627450980396,0.0,0.0,0.21568627450980396,0.0
42,0.3548387096774194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3548387096774194
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3548387096774194,0.0,0.3548387096774194
44,0.0,0.8473282442748091,0.0,0.0,0.0,0.0,0.08396946564885498,0.0,0.0,0.0,0.0
45,0.0,0.801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10891089108910892,0.0
46,0.0,0.8591549295774648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.411764705882353,0.0,0.0,0.21568627450980396,0.0,0.0,0.0,0.21568627450980396,0.0
48,0.0,0.21568627450980396,0.0,0.0,0.0,0.607843137254902,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.7029702970297029,0.20792079207920794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.8347107438016529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909093
51,0.1208791208791209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7802197802197802
52,0.0,0.0,0.18032786885245905,0.0,0.18032786885245905,0.18032786885245905,0.0,0.0,0.34426229508196726,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8765432098765432,0.0
54,0.0,0.0,0.0,0.17127071823204418,0.0,0.0,0.0,0.6685082872928176,0.11602209944751381,0.0,0.0
